CALL_SIGN,AGENT_NAME,VESSEL_NAME,VESSEL_MAX_DRAFT,WEATHER_IMPACT_PCT,CONGESTION_IMPACT_PCT,EFFECTIVENESS_SCORE,RELIABILITY_SCORE,WORK_ENV_SCORE,BERTH
XJ16384,WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,GENCO RELIANCE,11.0,0.26,0.25,0.608,0.709,0.353,KC10
RR16385,CMA CGM (HONG KONG) LIMITED,CMA CGM DIGNITY,13.3,0.24,0.24,0.748,0.429,0.612,KC14
BG16386,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,KC16
VL16387,PENAVICO (HONG KONG) LIMITED,MAERSK QINZHOU,9.7,0.28,0.19,1.0,0.482,0.977,KC7
TM16388,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN DAN DONG,8.8,0.17,0.33,0.497,0.636,0.593,KC10
MT16389,T.S. LINES LIMITED,TS GUANGZHOU,8.8,0.0,0.0,0.83,0.515,0.531,CSWFM
IZ16390,SINOTRANS (HK) SHIPPING LTD,MAERSK NINGBO,10.3,0.17,0.38,0.763,0.851,0.366,WA3
EP16391,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,KC19
BJ16392,OOCL HONG KONG BRANCH,OOCL BAUHINIA,11.5,0.0,0.0,0.799,0.715,0.317,KC7
MM16393,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,KC2
YW16394,CONCORD MARINE LIMITED,HONG DA XIN 758,7.0,0.0,0.0,1.0,0.721,0.614,KC5
ZM16395,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,KC14
XL16396,YANG MING LINE (HONG KONG) LTD,YM HARMONY,8.5,0.3,0.18,0.456,0.55,0.91,KC19
DT16397,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,KC19
KA16398,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,CMTY
DI16399,OOCL HONG KONG BRANCH,MANET,10.5,0.26,0.2,0.799,0.715,0.317,KC19
ZQ16400,GULF AGENCY CO (HK) LTD,BERGE HENG SHAN,8.67,0.23,0.28,0.317,0.411,1.0,KC2
KA16401,YANG MING LINE (HONG KONG) LTD,YM HARMONY,8.5,0.3,0.18,0.456,0.55,0.91,CMTY
UR16402,EVERGREEN MARINE (HONG KONG) LTD,EVER ORDER,11.6,0.17,0.31,1.0,0.772,0.44,SELA
EP16403,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,KONG QUE LAN,5.6,0.26,0.24,0.742,0.833,0.443,KC8
EC16404,CONCORD MARINE LIMITED,FU LONG SHENG,7.6,0.0,0.0,1.0,0.721,0.614,CSWFM
KD16405,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,KC12
IA16406,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,SWLA
KH16407,"UNITRANS AGENCY HONG KONG CO., LIMITED",OSG BOSSTEC,6.8,0.29,0.16,0.355,0.813,0.562,KC11
YO16408,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE AMAZON,13.2,0.24,0.25,0.64,0.584,0.637,KC7
FM16409,GULF AGENCY CO (HK) LTD,SC LIAONING,8.7,0.22,0.27,0.317,0.411,1.0,KC10
SL16410,HMM (HONG KONG) LIMITED,HYUNDAI FAITH,11.5,0.3,0.15,0.809,0.845,0.585,KC11
YE16411,EVERGREEN MARINE (HONG KONG) LTD,EVER CROWN,6.45,0.24,0.21,1.0,0.772,0.44,SELA
ZB16412,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC9
YB16413,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,KC7
IM16414,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,KC14
HG16415,SINOTRANS (HK) SHIPPING LTD,DONGJIN VOYAGER,9.9,0.29,0.21,0.763,0.851,0.366,KC6
YU16416,WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,GENCO RELIANCE,11.0,0.26,0.25,0.608,0.709,0.353,KC11
KA16417,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,ZIM THAILAND,14.1,0.23,0.24,0.379,0.546,0.695,KC3
IE16418,CMA CGM ASIA SHIPPING PTE. LTD.,CNC PUMA,9.02,0.17,0.32,0.714,0.643,0.881,KC10
QR16419,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,KC16
LD16420,OCEAN BASE CO LTD,SUNFLYTE,9.0,0.21,0.26,0.58,0.668,0.62,TMECO
DH16421,CMA CGM (HONG KONG) LIMITED,CMA CGM DIGNITY,13.3,0.24,0.24,0.748,0.429,0.612,KC4
SU16422,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,TMECO
WJ16423,CMA CGM ASIA SHIPPING PTE. LTD.,CNC PUMA,9.02,0.17,0.32,0.714,0.643,0.881,SWLA
ZB16424,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,SHELL
LK16425,HYALINE SHIPPING (HK) CO LTD,WAN HAI 293,9.7,0.0,0.0,0.518,0.722,0.829,KC
FI16426,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,KC2
GW16427,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,SHELL
IX16428,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC6
ZU16429,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,KC12
OP16430,OOCL HONG KONG BRANCH,OOCL BAUHINIA,11.5,0.0,0.0,0.799,0.715,0.317,KC14
IF16431,T.S. LINES LIMITED,TS PUSAN,7.4,0.1,0.45,0.83,0.515,0.531,KC3
DI16432,SGS HONG KONG LIMITED,OCEAN DUKE,8.6,0.23,0.25,0.653,0.836,0.681,KC8
QZ16433,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,KC5
FP16434,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,CMTY
GV16435,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,KC10
MM16436,HMM (HONG KONG) LIMITED,HYUNDAI FAITH,11.5,0.3,0.15,0.809,0.845,0.585,CSWFM
AN16437,EVERGREEN MARINE (HONG KONG) LTD,UNI-PREMIER,8.8,0.24,0.26,1.0,0.772,0.44,KC6
CT16438,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,SELA
QC16439,CMA CGM (HONG KONG) LIMITED,CMA CGM BUZIOS,11.1,0.21,0.33,0.748,0.429,0.612,KC8
MP16440,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,KC8
XY16441,T.S. LINES LIMITED,TS GUANGZHOU,8.8,0.0,0.0,0.83,0.515,0.531,SLA
GL16442,CGW LOGISTICS CO LIMITED,YUEHAI STAR,6.3,0.3,0.12,0.415,0.963,0.32,KC4
UU16443,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,SELA
HD16444,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,SLA
WB16445,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING LOTUS,13.8,0.23,0.27,0.497,0.636,0.593,KC2
GQ16446,T.S. LINES LIMITED,TS PUSAN,7.4,0.1,0.45,0.83,0.515,0.531,TMECO
IV16447,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,SELA
MD16448,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,SWLA
HI16449,GULF AGENCY CO (HK) LTD,SC LIAONING,8.7,0.22,0.27,0.317,0.411,1.0,KC2
ZP16450,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,SHELL
NV16451,CGW LOGISTICS CO LIMITED,CHUNRONG 803,5.0,0.28,0.24,0.415,0.963,0.32,KC16
QY16452,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,SLA
PD16453,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,KC19
TT16454,HYALINE SHIPPING (HK) CO LTD,WAN HAI 326,9.7,0.16,0.31,0.518,0.722,0.829,KC11
FU16455,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,KC6
HU16456,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC6
KV16457,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,KC13
AG16458,NS UNITED SHIPPING (HK) CO LIMITED,ASIAN ISLAND,6.29,0.21,0.29,0.606,0.716,0.652,KC11
DA16459,SINOTRANS (HK) SHIPPING LTD,AVIOS,9.3,0.14,0.35,0.763,0.851,0.366,SLA
QT16460,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC14
CM16461,INCHCAPE SHIPPING SERVICES (HK) LTD,DAPENG PRINCESS,7.5,0.23,0.27,0.588,0.234,0.66,KC8
XD16462,KMTC (HK) CO LIMITED,KMTC SINGAPORE,9.4,0.23,0.25,0.607,0.554,0.216,KC4
QO16463,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,KC9
PT16464,EVERGREEN MARINE (HONG KONG) LTD,MTT PELEPAS,8.5,0.19,0.34,1.0,0.772,0.44,KC11
CH16465,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,KC
HS16466,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC2
LE16467,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC12
DY16468,EVERGREEN MARINE (HONG KONG) LTD,TEXAS TRIUMPH,12.8,0.23,0.25,1.0,0.772,0.44,KC2
DW16469,EVERGREEN MARINE (HONG KONG) LTD,EVER WIN,8.2,0.15,0.39,1.0,0.772,0.44,CMTY
OJ16470,NS UNITED SHIPPING (HK) CO LIMITED,ASIAN ISLAND,6.29,0.21,0.29,0.606,0.716,0.652,KC9
IS16471,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,KC
OQ16472,YANG MING LINE (HONG KONG) LTD,YM IMMENSE,8.4,0.24,0.26,0.456,0.55,0.91,KC9
QK16473,EVERGREEN MARINE (HONG KONG) LTD,UNI-PREMIER,8.8,0.24,0.26,1.0,0.772,0.44,KC
IV16474,CONCORD MARINE LIMITED,FU LONG SHENG,7.6,0.0,0.0,1.0,0.721,0.614,KC14
AH16475,EVERGREEN MARINE (HONG KONG) LTD,EVER ORDER,11.6,0.17,0.31,1.0,0.772,0.44,KC14
OO16476,CGW LOGISTICS CO LIMITED,TONGYUN12,6.5,0.11,0.34,0.415,0.963,0.32,KC7
WB16477,EVERGREEN MARINE (HONG KONG) LTD,EVER CROWN,6.45,0.24,0.21,1.0,0.772,0.44,SLA
SD16478,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,KC13
BB16479,T.S. LINES LIMITED,TS PUSAN,7.4,0.1,0.45,0.83,0.515,0.531,TMECO
DN16480,EVERGREEN MARINE (HONG KONG) LTD,EVER CROWN,6.45,0.24,0.21,1.0,0.772,0.44,KC
YG16481,KMTC (HK) CO LIMITED,KMTC SINGAPORE,9.4,0.23,0.25,0.607,0.554,0.216,KC12
TZ16482,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,KC3
IK16483,OCEAN BASE CO LTD,SUNFLYTE,9.0,0.21,0.26,0.58,0.668,0.62,SWLA
TM16484,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,KC11
ON16485,EVERGREEN MARINE (HONG KONG) LTD,EVER CROWN,6.45,0.24,0.21,1.0,0.772,0.44,KC8
QK16486,OCEAN BASE CO LTD,SUNFLYTE,9.0,0.21,0.26,0.58,0.668,0.62,SLA
EV16487,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,SHELL
VL16488,OOCL HONG KONG BRANCH,MANET,10.5,0.26,0.2,0.799,0.715,0.317,KC2
CX16489,SGS HONG KONG LIMITED,GUANG MAO,7.1,0.23,0.25,0.653,0.836,0.681,KC12
GG16490,YANG MING LINE (HONG KONG) LTD,YM HARMONY,8.5,0.3,0.18,0.456,0.55,0.91,KC
QO16491,TEXCO MARINE AGENCY LIMITED,DE LONG,7.5,0.2,0.31,0.769,0.651,0.704,KC4
BV16492,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC14
FB16493,VEROSA AGENCY LIMITED,APOLLO FIRST,8.31,0.11,0.45,0.677,0.604,0.279,SLA
FG16494,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC13
DW16495,"UNITRANS AGENCY HONG KONG CO., LIMITED",OSG BOSSTEC,6.8,0.29,0.16,0.355,0.813,0.562,KC5
NI16496,OOCL HONG KONG BRANCH,OOCL SAN FRANCISCO,10.3,0.21,0.27,0.799,0.715,0.317,TMECO
TR16497,HYALINE SHIPPING (HK) CO LTD,WAN HAI 353,10.6,0.29,0.15,0.518,0.722,0.829,KC19
AT16498,NS UNITED SHIPPING (HK) CO LIMITED,WIND ARROW,5.88,0.23,0.24,0.606,0.716,0.652,KC8
MR16499,SINOTRANS (HK) SHIPPING LTD,AS COLUMBIA,7.5,0.22,0.28,0.763,0.851,0.366,SHELL
SO16500,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,KC8
BP16501,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,SWLA
FP16502,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,SHELL
AS16503,HYALINE SHIPPING (HK) CO LTD,WAN HAI 365,9.7,0.24,0.25,0.518,0.722,0.829,KC11
PJ16504,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,KC12
XE16505,CGW LOGISTICS CO LIMITED,CHUNRONG 803,5.0,0.28,0.24,0.415,0.963,0.32,SELA
FN16506,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,SWLA
XT16507,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,KC19
HO16508,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,CMTY
NE16509,SINOTRANS (HK) SHIPPING LTD,MAERSK NINGBO,10.3,0.17,0.38,0.763,0.851,0.366,KC9
FP16510,EVERGREEN MARINE (HONG KONG) LTD,EVER BIRTH,10.3,0.24,0.28,1.0,0.772,0.44,CMTY
II16511,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,ZIM THAILAND,14.1,0.23,0.24,0.379,0.546,0.695,KC14
GD16512,EVERGREEN MARINE (HONG KONG) LTD,EVER BIRTH,10.3,0.24,0.28,1.0,0.772,0.44,KC
HA16513,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,KC3
PQ16514,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,KC11
NK16515,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,CMTY
EB16516,NS UNITED SHIPPING (HK) CO LIMITED,ASIAN ISLAND,6.29,0.21,0.29,0.606,0.716,0.652,KC11
UT16517,SINOTRANS (HK) SHIPPING LTD,NICOLAI MAERSK,9.7,0.19,0.33,0.763,0.851,0.366,KC4
WF16518,EVERGREEN MARINE (HONG KONG) LTD,MTT PELEPAS,8.5,0.19,0.34,1.0,0.772,0.44,KC12
OT16519,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,TMECO
VR16520,YANG MING LINE (HONG KONG) LTD,YM HARMONY,8.5,0.3,0.18,0.456,0.55,0.91,CSWFM
XV16521,GULF AGENCY CO (HK) LTD,SC LIAONING,8.7,0.22,0.27,0.317,0.411,1.0,SWLA
JB16522,EVERGREEN MARINE (HONG KONG) LTD,TEXAS TRIUMPH,12.8,0.23,0.25,1.0,0.772,0.44,KC14
QO16523,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,KC14
WG16524,NS UNITED SHIPPING (HK) CO LIMITED,ASIAN ISLAND,6.29,0.21,0.29,0.606,0.716,0.652,KC7
NI16525,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC8
FE16526,CGW LOGISTICS CO LIMITED,LAN HAI FANG ZHOU,6.2,0.13,0.42,0.415,0.963,0.32,KC9
IM16527,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,CMTY
SS16528,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC19
LK16529,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,KC
TX16530,SINOTRANS (HK) SHIPPING LTD,MAERSK NINGBO,10.3,0.17,0.38,0.763,0.851,0.366,KC6
MP16531,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ACX DIAMOND,10.0,0.24,0.25,0.64,0.584,0.637,KC12
UR16532,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FENGYUNHE,7.6,0.2,0.32,0.497,0.636,0.593,KC14
YC16533,"UNITRANS AGENCY HONG KONG CO., LIMITED",OSG BOSSTEC,6.8,0.29,0.16,0.355,0.813,0.562,KC
CA16534,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,TMECO
AB16535,"UNITRANS AGENCY HONG KONG CO., LIMITED",WOORI SUN,5.9,0.15,0.4,0.355,0.813,0.562,KC9
AH16536,"UNITRANS AGENCY HONG KONG CO., LIMITED",OSG BOSSTEC,6.8,0.29,0.16,0.355,0.813,0.562,KC2
AL16537,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,KC10
SY16538,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,KC2
CJ16539,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,SWLA
QZ16540,CMA CGM (HONG KONG) LIMITED,CMA CGM DIGNITY,13.3,0.24,0.24,0.748,0.429,0.612,SWLA
TJ16541,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,KC11
HQ16542,CMA CGM (HONG KONG) LIMITED,CMA CGM BUZIOS,11.1,0.21,0.33,0.748,0.429,0.612,TMECO
HA16543,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC5
DD16544,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,WA3
LY16545,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,SELA
ZX16546,KMTC (HK) CO LIMITED,KMTC NAGOYA,9.4,0.16,0.36,0.607,0.554,0.216,SELA
DQ16547,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE AMAZON,13.2,0.24,0.25,0.64,0.584,0.637,SLA
YU16548,"UNITRANS AGENCY HONG KONG CO., LIMITED",OSG BOSSTEC,6.8,0.29,0.16,0.355,0.813,0.562,SELA
WY16549,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,KC9
EC16550,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,SHELL
SL16551,TEXCO MARINE AGENCY LIMITED,DE LONG,7.5,0.2,0.31,0.769,0.651,0.704,TMECO
XS16552,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,KC4
HA16553,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC3
OB16554,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,KONG QUE LAN,5.6,0.26,0.24,0.742,0.833,0.443,KC5
RF16555,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,TMECO
KJ16556,BRIGHT CAPITAL SHIPPING CO LIMITED,LIAN YUN 9,6.2,0.23,0.27,0.853,0.588,0.635,KC13
AL16557,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,KC11
ME16558,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC7
AX16559,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,KC13
RY16560,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC12
WS16561,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,KC12
SF16562,SGS HONG KONG LIMITED,OCEAN DUKE,8.6,0.23,0.25,0.653,0.836,0.681,KC9
GR16563,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,KC8
ZE16564,EVERGREEN MARINE (HONG KONG) LTD,EVER WIN,8.2,0.15,0.39,1.0,0.772,0.44,KC7
RV16565,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,FOREVER GLORY,11.9,0.2,0.32,0.742,0.833,0.443,KC6
ZB16566,VEROSA AGENCY LIMITED,APOLLO FIRST,8.31,0.11,0.45,0.677,0.604,0.279,KC19
OW16567,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,KC6
OS16568,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,KC
US16569,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,TMECO
TH16570,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,KC8
CJ16571,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,KC
VO16572,HYALINE SHIPPING (HK) CO LTD,WAN HAI 178,8.5,0.0,0.0,0.518,0.722,0.829,KC9
JX16573,REGIONAL CONTAINER LINES (HK) LTD,URU BHUM,10.0,0.25,0.26,0.865,0.488,0.416,KC9
SO16574,GULF AGENCY CO (HK) LTD,SC LIAONING,8.7,0.22,0.27,0.317,0.411,1.0,SHELL
IQ16575,INCHCAPE SHIPPING SERVICES (HK) LTD,SHOKAI ,6.9,0.18,0.31,0.588,0.234,0.66,KC13
KP16576,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC3
JZ16577,SINOTRANS (HK) SHIPPING LTD,NICOLAI MAERSK,9.7,0.19,0.33,0.763,0.851,0.366,SWLA
TD16578,CGW LOGISTICS CO LIMITED,CHUNRONG 803,5.0,0.28,0.24,0.415,0.963,0.32,SWLA
RX16579,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,SHELL
RK16580,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN QING DAO,11.0,0.18,0.37,0.497,0.636,0.593,WA3
YC16581,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,KC5
GD16582,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,TMECO
YQ16583,CGW LOGISTICS CO LIMITED,HUI FENG HAI 17,7.1,0.32,0.16,0.415,0.963,0.32,TMECO
LO16584,SINOTRANS (HK) SHIPPING LTD,AVIOS,9.3,0.14,0.35,0.763,0.851,0.366,KC4
RX16585,CMA CGM (HONG KONG) LIMITED,CMA CGM BUZIOS,11.1,0.21,0.33,0.748,0.429,0.612,KC9
IX16586,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,SHELL
ZD16587,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,KC6
IQ16588,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC11
TW16589,SHK AGENCY LIMITED,OCEANIC STAR,9.0,0.23,0.24,0.347,0.603,0.659,KC6
OZ16590,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,KC6
UV16591,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,ZIM THAILAND,14.1,0.23,0.24,0.379,0.546,0.695,KC6
KV16592,"UNITRANS AGENCY HONG KONG CO., LIMITED",WOORI SUN,5.9,0.15,0.4,0.355,0.813,0.562,CSWFM
WZ16593,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC5
ON16594,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,KC12
OG16595,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,KC3
OY16596,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FENGYUNHE,7.6,0.2,0.32,0.497,0.636,0.593,WA3
TR16597,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC5
UM16598,CONCORD MARINE LIMITED,FU LONG SHENG,7.6,0.0,0.0,1.0,0.721,0.614,KC3
IV16599,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,KC13
